gene,edge,net
K22283,2588,ko01100
K00246,5633,ko01100
K08693,1129,ko01100
K08693,5418,ko01100
K18857,3069,ko01100
K14126,4352,ko01100
K20146,1856,ko01100
K07412,1715,ko01100
K03426,4758,ko01100
K22956,6008,ko01100
K10245,1529,ko01100
K00360,5927,ko01100
K13757,1094,ko01100
K08046,1095,ko01100
K18436,1080,ko01100
K08046,1081,ko01100
K08693,1064,ko01100
K08722,1065,ko01100
K21888,675,ko01100
K11431,6932,ko01100
K20796,6933,ko01100
K20796,6934,ko01100
K01622,4377,ko01100
K00172,1556,ko01100
K00104,2983,ko01100
K01963,2967,ko01100
K15037,5643,ko01100
K00813,4046,ko01100
K00838,2153,ko01100
K00838,3044,ko01100
K00918,2404,ko01100
K00093,2416,ko01100
K15022,2418,ko01100
K00892,5367,ko01100
K08693,5372,ko01100
K22026,5349,ko01100
K08693,2433,ko01100
K14452,4328,ko01100
K22362,2831,ko01100
K14379,5392,ko01100
K11415,2578,ko01100
K11149,4389,ko01100
K22568,1450,ko01100
K14452,2588,ko01100
K00247,5633,ko01100
K20881,1129,ko01100
K20881,5418,ko01100
K00002,3069,ko01100
K14128,4352,ko01100
K17718,1715,ko01100
K22957,6008,ko01100
K10246,1529,ko01100
K13758,1094,ko01100
K08047,1095,ko01100
K18437,1080,ko01100
K08047,1081,ko01100
K08722,1064,ko01100
K00310,675,ko01100
K20796,6932,ko01100
K06101,6933,ko01100
K06101,6934,ko01100
K01068,4377,ko01100
K00189,1556,ko01100
K11472,2983,ko01100
K11263,2967,ko01100
K03416,5643,ko01100
K11358,4046,ko01100
K05821,2153,ko01100
K05821,3044,ko01100
K17066,2416,ko01100
K22015,2418,ko01100
K20881,5372,ko01100
K20881,2433,ko01100
K22284,4328,ko01100
K14394,5392,ko01100
K11416,2578,ko01100
K11150,4389,ko01100
K01964,1450,ko01100
K22284,2588,ko01100
K00234,5633,ko01100
K12957,3069,ko01100
K14127,4352,ko01100
K17719,1715,ko01100
K22968,6008,ko01100
K13759,1094,ko01100
K08048,1095,ko01100
K13294,1080,ko01100
K08048,1081,ko01100
K06101,6932,ko01100
K11426,6933,ko01100
K11426,6934,ko01100
K00895,4377,ko01100
K00656,1556,ko01100
K11473,2983,ko01100
K18472,2967,ko01100
K11264,5643,ko01100
K00270,2153,ko01100
K03334,3044,ko01100
K23995,2416,ko01100
K25123,2418,ko01100
K14674,4328,ko01100
K14410,5392,ko01100
K11417,2578,ko01100
K11151,4389,ko01100
K15037,1450,ko01100
K14674,2588,ko01100
K00235,5633,ko01100
K13979,3069,ko01100
K22516,4352,ko01100
K17720,1715,ko01100
K13760,1094,ko01100
K08049,1095,ko01100
K03651,1080,ko01100
K08049,1081,ko01100
K11426,6932,ko01100
K22748,6933,ko01100
K22748,6934,ko01100
K03737,1556,ko01100
K19312,2967,ko01100
K18426,5643,ko01100
K03334,2153,ko01100
K00270,3044,ko01100
K14675,4328,ko01100
K20860,5392,ko01100
K12410,2578,ko01100
K11152,4389,ko01100
K15036,1450,ko01100
K14675,2588,ko01100
K00236,5633,ko01100
K14028,3069,ko01100
K00125,4352,ko01100
K07413,1715,ko01100
K13763,1094,ko01100
K11029,1095,ko01100
K11029,1081,ko01100
K22748,6932,ko01100
K11419,6933,ko01100
K11419,6934,ko01100
K00174,1556,ko01100
K22568,2967,ko01100
K18603,5643,ko01100
K17900,4328,ko01100
K20861,5392,ko01100
K11153,4389,ko01100
K17900,2588,ko01100
K00237,5633,ko01100
K14029,3069,ko01100
K07420,1715,ko01100
K13761,1094,ko01100
K11265,1095,ko01100
K11265,1081,ko01100
K11419,6932,ko01100
K11420,6933,ko01100
K11420,6934,ko01100
K00175,1556,ko01100
K01964,2967,ko01100
K18604,5643,ko01100
K20862,5392,ko01100
K11161,4389,ko01100
K00679,2588,ko01100
K18209,5633,ko01100
K00114,3069,ko01100
K17689,1715,ko01100
K18438,1094,ko01100
K12318,1095,ko01100
K11420,6932,ko01100
K18494,6933,ko01100
K11421,6934,ko01100
K15037,2967,ko01100
K18605,5643,ko01100
K11154,4389,ko01100
K00635,2588,ko01100
K18210,5633,ko01100
K04022,3069,ko01100
K17690,1715,ko01100
K13298,1094,ko01100
K12319,1095,ko01100
K11421,6932,ko01100
K11432,6933,ko01100
K18494,6934,ko01100
K15036,2967,ko01100
K15374,4389,ko01100
K11155,2588,ko01100
K18556,5633,ko01100
K22473,3069,ko01100
K17691,1715,ko01100
K12320,1095,ko01100
K18494,6932,ko01100
K17451,6933,ko01100
K11432,6934,ko01100
K13369,4389,ko01100
K11160,2588,ko01100
K18557,5633,ko01100
K22474,3069,ko01100
K07424,1715,ko01100
K12321,1095,ko01100
K11432,6932,ko01100
K11430,6933,ko01100
K17451,6934,ko01100
K14456,2588,ko01100
K18558,5633,ko01100
K07423,1715,ko01100
K12322,1095,ko01100
K17451,6932,ko01100
K11433,6933,ko01100
K11430,6934,ko01100
K22848,2588,ko01100
K15889,5633,ko01100
K22600,1095,ko01100
K11430,6932,ko01100
K15588,6933,ko01100
K11423,6934,ko01100
K22849,2588,ko01100
K15860,5633,ko01100
K12323,1095,ko01100
K11433,6932,ko01100
K11424,6933,ko01100
K23700,6934,ko01100
K18851,2588,ko01100
K12324,1095,ko01100
K15588,6932,ko01100
K11425,6933,ko01100
K11427,6934,ko01100
K01769,1095,ko01100
K11424,6932,ko01100
K11423,6933,ko01100
K24407,6934,ko01100
K11425,6932,ko01100
K23700,6933,ko01100
K11423,6932,ko01100
K11427,6933,ko01100
K23700,6932,ko01100
K11427,6932,ko01100
K11428,6932,ko01100
K20795,6932,ko01100
K04462,6932,ko01100
K22410,6932,ko01100
K24405,6932,ko01100
K24406,6932,ko01100
K24407,6932,ko01100
K11429,6933,ko01100
K24405,6933,ko01100
K24407,6933,ko01100
