gene,edge,net
K12918,7209,ko01100
K04124,7210,ko01100
K12919,7211,ko01100
K20666,7212,ko01100
K05282,7213,ko01100
K05282,7214,ko01100
K05282,7215,ko01100
K24460,7216,ko01100
K04124,7217,ko01100
K16007,7242,ko01100
K24528,7239,ko01100
K24529,7232,ko01100
K24292,7233,ko01100
K24531,7234,ko01100
K21540,7235,ko01100
K21539,7236,ko01100
K24390,7237,ko01100
K24390,7238,ko01100
K24541,7250,ko01100
K03146,7251,ko01100
"NA",7260,ko01100
"NA",7259,ko01100
K11782,7253,ko01100
K18285,7254,ko01100
K18286,7255,ko01100
K11783,7256,ko01100
K11784,7257,ko01100
K11785,7258,ko01100
K18284,7252,ko01100
K12502,7269,ko01100
K12501,7267,ko01100
K24439,7277,ko01100
K24856,7278,ko01100
K17649,7279,ko01100
K17650,7280,ko01100
K17651,7281,ko01100
"NA",7282,ko01100
K03800,7276,ko01100
K05310,7289,ko01100
K20616,7295,ko01100
K20611,7296,ko01100
K20616,7297,ko01100
K20611,7298,ko01100
K08977,7299,ko01100
K08977,7300,ko01100
K00844,7314,ko01100
K01767,7312,ko01100
K25035,7313,ko01100
K00527,7310,ko01100
K14941,7307,ko01100
K11212,7308,ko01100
K24998,7309,ko01100
K00660,7317,ko01100
K01859,7318,ko01100
K13257,7319,ko01100
K13258,7320,ko01100
K13259,7321,ko01100
K13260,7322,ko01100
K05281,7323,ko01100
K13265,7324,ko01100
K25075,7325,ko01100
K00607,7356,ko01100
K00560,7355,ko01100
K25260,7354,ko01100
"NA",7353,ko01100
K25261,7352,ko01100
K14975,7349,ko01100
K14976,7350,ko01100
K13394,7351,ko01100
K22089,7348,ko01100
K13397,7336,ko01100
K13395,7337,ko01100
K13396,7338,ko01100
K20621,7339,ko01100
K22094,7340,ko01100
K22095,7341,ko01100
K22096,7342,ko01100
"NA",7343,ko01100
K23157,7344,ko01100
K22097,7345,ko01100
"NA",7346,ko01100
K22098,7347,ko01100
K22345,7378,ko01100
K01683,7374,ko01100
"NA",7375,ko01100
K19590,7376,ko01100
K00107,7377,ko01100
"NA",mirnetedge_1111,ko01100
"NA",mirnetedge_0381,ko01100
K02257,mirnetedge_1157,ko01100
"NA",mirnetedge_1151,ko01100
K02641,mirnetedge_1142,ko01100
K02112,mirnetedge_1143,ko01100
K05583,mirnetedge_1121,ko01100
K05529,mirnetedge_1123,ko01100
K03878,mirnetedge_1163,ko01100
K00329,mirnetedge_0380,ko01100
K00410,mirnetedge_1158,ko01100
"NA",mirnetedge_1146,ko01100
"NA",mirnetedge_1147,ko01100
"NA",mirnetedge_1145,ko01100
"NA",mirnetedge_1144,ko01100
K05535,mirnetedge_1124,ko01100
K05536,mirnetedge_1125,ko01100
K05537,mirnetedge_1126,ko01100
K05538,mirnetedge_1127,ko01100
K05538,mirnetedge_1128,ko01100
K00239,mirnetedge_0382,ko01100
"NA",manualedge_0001,ko01100
"NA",manualedge_0002,ko01100
"NA",manualedge_0003,ko01100
"NA",manualedge_0004,ko01100
"NA",manualedge_0005,ko01100
"NA",manualedge_0006,ko01100
"NA",manualedge_0007,ko01100
"NA",manualedge_0008,ko01100
"NA",manualedge_0009,ko01100
"NA",manualedge_0010,ko01100
"NA",manualedge_0011,ko01100
"NA",manualedge_0012,ko01100
"NA",manualedge_0013,ko01100
"NA",manualedge_0014,ko01100
"NA",manualedge_0015,ko01100
"NA",manualedge_0016,ko01100
"NA",manualedge_0017,ko01100
"NA",manualedge_0018,ko01100
"NA",manualedge_0019,ko01100
"NA",manualedge_0020,ko01100
"NA",manualedge_0021,ko01100
K03371,manualedge_0022,ko01100
K03372,manualedge_0023,ko01100
K03372,manualedge_0024,ko01100
K09674,manualedge_0025,ko01100
K00735,manualedge_0026,ko01100
K10157,manualedge_0027,ko01100
K00781,manualedge_0028,ko01100
K07966,manualedge_0029,ko01100
K07967,manualedge_0030,ko01100
K07968,manualedge_0031,ko01100
K03663,manualedge_0032,ko01100
K07632,manualedge_0033,ko01100
K00781,manualedge_0034,ko01100
K07966,manualedge_0035,ko01100
K07967,manualedge_0036,ko01100
K07968,manualedge_0037,ko01100
K00735,manualedge_0038,ko01100
K10157,manualedge_0039,ko01100
K09674,manualedge_0040,ko01100
K00781,manualedge_0041,ko01100
K09656,manualedge_0042,ko01100
K09657,manualedge_0043,ko01100
K09673,manualedge_0044,ko01100
K09672,manualedge_0045,ko01100
K14413,manualedge_0046,ko01100
K14412,manualedge_0047,ko01100
K12373,manualedge_0048,ko01100
K12373,manualedge_0049,ko01100
"NA",manualedge_0050,ko01100
"NA",manualedge_0051,ko01100
"NA",manualedge_0052,ko01100
"NA",manualedge_0053,ko01100
K05366,manualedge_0054,ko01100
K05366,manualedge_0055,ko01100
K02527,manualedge_0056,ko01100
K02527,manualedge_0057,ko01100
K21787,manualedge_0058,ko01100
K21787,manualedge_0059,ko01100
"NA",manualedge_0060,ko01100
"NA",manualedge_0061,ko01100
"NA",manualedge_0062,ko01100
"NA",manualedge_0063,ko01100
"NA",manualedge_0064,ko01100
"NA",manualedge_0065,ko01100
"NA",manualedge_0066,ko01100
"NA",manualedge_0067,ko01100
"NA",manualedge_0068,ko01100
K14340,manualedge_0069,ko01100
"NA",manualedge_0070,ko01100
"NA",manualedge_0071,ko01100
K00632,manualedge_0072,ko01100
"NA",manualedge_0073,ko01100
"NA",manualedge_0074,ko01100
"NA",manualedge_0075,ko01100
"NA",manualedge_0076,ko01100
"NA",manualedge_0077,ko01100
"NA",manualedge_0078,ko01100
"NA",manualedge_0079,ko01100
"NA",manualedge_0080,ko01100
"NA",manualedge_0081,ko01100
K10527,manualedge_0082,ko01100
K10527,manualedge_0083,ko01100
K10527,manualedge_0084,ko01100
"NA",manualedge_0085,ko01100
"NA",manualedge_0086,ko01100
K24277,manualedge_0087,ko01100
K24277,manualedge_0088,ko01100
K20983,manualedge_0089,ko01100
K20983,manualedge_0090,ko01100
"NA",manualedge_0091,ko01100
"NA",manualedge_0092,ko01100
K07437,manualedge_0093,ko01100
"NA",manualedge_0094,ko01100
K14630,manualedge_0095,ko01100
K21261,manualedge_0096,ko01100
K00722,manualedge_0097,ko01100
K00728,manualedge_0099,ko01100
K19872,manualedge_00100,ko01100
"NA",manualedge_00101,ko01100
"NA",manualedge_00102,ko01100
"NA",manualedge_00103,ko01100
"NA",manualedge_00104,ko01100
"NA",manualedge_00105,ko01100
K12501,manualedge_00106,ko01100
K09833,manualedge_00107,ko01100
K09833,manualedge_00108,ko01100
K02233,manualedge_00110,ko01100
K12631,manualedge_00112,ko01100
"NA",manualedge_00113,ko01100
"NA",manualedge_00114,ko01100
"NA",manualedge_00115,ko01100
"NA",manualedge_00116,ko01100
"NA",manualedge_00117,ko01100
"NA",manualedge_00118,ko01100
"NA",manualedge_00119,ko01100
"NA",manualedge_00120,ko01100
"NA",manualedge_00121,ko01100
K23362,manualedge_00122,ko01100
K05294,manualedge_00123,ko01100
K05289,manualedge_00124,ko01100
"NA",manualedge_00125,ko01100
K03149,manualedge_00126,ko01100
K03149,manualedge_00127,ko01100
K01648,6235,ko01100
K00850,4377,ko01100
K01624,2007,ko01100
K00150,5689,ko01100
K15634,2972,ko01100
K12406,3083,ko01100
K00161,1556,ko01100
K07404,2011,ko01100
K19243,5575,ko01100
K17463,2005,ko01100
K06859,4158,ko01100
K01810,3085,ko01100
K15778,4038,ko01100
K24707,2012,ko01100
K17743,2035,ko01100
K24707,1984,ko01100
K00965,1925,ko01100
K14756,2022,ko01100
K08323,2025,ko01100
K16849,2026,ko01100
K22933,3048,ko01100
K18447,1578,ko01100
K13679,2029,ko01100
K16149,5108,ko01100
K07405,2976,ko01100
K01178,1923,ko01100
K01178,1924,ko01100
K17716,1631,ko01100
K12449,2032,ko01100
K15920,2034,ko01100
K02564,2036,ko01100
K11528,1977,ko01100
K13967,2039,ko01100
K05304,2040,ko01100
K21749,2042,ko01100
K00844,2043,ko01100
K02768,1452,ko01100
K01624,2978,ko01100
K02793,2045,ko01100
K15916,4129,ko01100
K15778,2046,ko01100
K00971,134,ko01100
K10047,782,ko01100
K24222,785,ko01100
K03103,786,ko01100
K24222,780,ko01100
K15422,781,ko01100
K05857,779,ko01100
K13712,767,ko01100
K13711,766,ko01100
K01765,787,ko01100
K19786,788,ko01100
K00049,2055,ko01100
K01602,2056,ko01100
K01091,2984,ko01100
K00049,2983,ko01100
K01596,3007,ko01100
K00016,1712,ko01100
K01512,2968,ko01100
K20509,3008,ko01100
K15039,2058,ko01100
K14469,2059,ko01100
K03416,2967,ko01100
K01825,2061,ko01100
K20627,2979,ko01100
K00232,2985,ko01100
K01908,4614,ko01100
K01966,5643,ko01100
K01848,2062,ko01100
K01035,2986,ko01100
K00434,3725,ko01100
K21888,3726,ko01100
K00139,2079,ko01100
K07250,1797,ko01100
K00261,4046,ko01100
K03334,4047,ko01100
K01953,2182,ko01100
K01754,4482,ko01100
K02203,2145,ko01100
K12524,2082,ko01100
K12524,2083,ko01100
K02204,2084,ko01100
K00282,2974,ko01100
K15785,2086,ko01100
K20801,2973,ko01100
K00651,2089,ko01100
K00641,2092,ko01100
K17217,2093,ko01100
K10764,2095,ko01100
K00547,2202,ko01100
K00838,2196,ko01100
K17398,2123,ko01100
K18284,2097,ko01100
K16054,2101,ko01100
K23304,2105,ko01100
K14455,2107,ko01100
K17217,4068,ko01100
K10977,1978,ko01100
K16793,2108,ko01100
K10978,2109,ko01100
K05825,2204,ko01100
K25032,5948,ko01100
K12526,4801,ko01100
K14267,4619,ko01100
K24034,5946,ko01100
K14157,2975,ko01100
K19743,2117,ko01100
K00658,2120,ko01100
K14455,2122,ko01100
K13821,2124,ko01100
K11394,6000,ko01100
K00318,6001,ko01100
K13821,4811,ko01100
K14681,2127,ko01100
K13240,2129,ko01100
K02502,2133,ko01100
K11755,2134,ko01100
K11755,2135,ko01100
K24017,2136,ko01100
K02501,2137,ko01100
K01089,5141,ko01100
K01089,2138,ko01100
K14152,2139,ko01100
K00603,2197,ko01100
K03856,2141,ko01100
K13830,2143,ko01100
K03786,2144,ko01100
K13832,2216,ko01100
K13830,2146,ko01100
K13830,2147,ko01100
K13501,2148,ko01100
K13497,2149,ko01100
K01817,2150,ko01100
K13501,2151,ko01100
K04092,2152,ko01100
K04518,2229,ko01100
K14455,2153,ko01100
K14187,2154,ko01100
K14455,3044,ko01100
K24018,3043,ko01100
K15849,3042,ko01100
K16163,2157,ko01100
K00505,2173,ko01100
K01593,3028,ko01100
K13980,2164,ko01100
K00146,2998,ko01100
K00276,2168,ko01100
K00422,2170,ko01100
K22203,2997,ko01100
K16164,2075,ko01100
K00463,1957,ko01100
K14263,4250,ko01100
K00825,821,ko01100
K23234,2177,ko01100
K14265,1956,ko01100
K14085,2180,ko01100
K22433,826,ko01100
K22450,6133,ko01100
K22588,6134,ko01100
K14085,2181,ko01100
K12657,2183,ko01100
K12657,2184,ko01100
K00620,2991,ko01100
K12659,2185,ko01100
K12659,2186,ko01100
K00821,2187,ko01100
K14677,4934,ko01100
K00926,2188,ko01100
K01584,2193,ko01100
K14085,5995,ko01100
K17989,2203,ko01100
K01653,2205,ko01100
K03334,2208,ko01100
K01653,2209,ko01100
K21360,2212,ko01100
K00263,2213,ko01100
K00263,2214,ko01100
K07513,2218,ko01100
K07514,3006,ko01100
K01825,2219,ko01100
K00249,2220,ko01100
K00167,5929,ko01100
K00249,2222,ko01100
K01969,2223,ko01100
K13766,2224,ko01100
K13064,2225,ko01100
K00249,2234,ko01100
K10527,2235,ko01100
K07516,2236,ko01100
K00249,2237,ko01100
K10527,2238,ko01100
K07516,2239,ko01100
K07513,2240,ko01100
K00249,2242,ko01100
K10527,2243,ko01100
K07516,2244,ko01100
K07513,2245,ko01100
K00249,2247,ko01100
K10527,2248,ko01100
K07516,2249,ko01100
K07513,2250,ko01100
K00249,2252,ko01100
K10527,2253,ko01100
K07516,2254,ko01100
K07508,2255,ko01100
K00248,2257,ko01100
K10527,2258,ko01100
K07516,2259,ko01100
K00632,2260,ko01100
K00248,2262,ko01100
K10527,2263,ko01100
K07516,2264,ko01100
K00632,2970,ko01100
K00668,2265,ko01100
K00668,2266,ko01100
K00667,2267,ko01100
K00667,2268,ko01100
K00668,2270,ko01100
K00668,2271,ko01100
K00667,2272,ko01100
K00667,2273,ko01100
K00668,2275,ko01100
K00668,2276,ko01100
K00667,2277,ko01100
K00667,2278,ko01100
K00668,2280,ko01100
K00668,2281,ko01100
K00667,2282,ko01100
K00667,2283,ko01100
K00668,2285,ko01100
K00668,2286,ko01100
K00667,2287,ko01100
K00667,2288,ko01100
K00668,2290,ko01100
K00668,2291,ko01100
K00667,2292,ko01100
K00667,2293,ko01100
K00668,2295,ko01100
K00668,2296,ko01100
K00667,2297,ko01100
K00667,2298,ko01100
K10781,2300,ko01100
K15013,2301,ko01100
K00668,1446,ko01100
K00668,22,ko01100
K12506,2305,ko01100
K12506,2307,ko01100
K13273,2311,ko01100
K23485,2314,ko01100
K19532,2317,ko01100
K13373,2320,ko01100
K13373,2321,ko01100
K18534,2324,ko01100
K11992,6758,ko01100
K07433,2369,ko01100
K00071,1897,ko01100
K07433,2371,ko01100
K02591,5914,ko01100
K01602,2396,ko01100
K01808,2399,ko01100
K01100,2401,ko01100
K01624,2402,ko01100
K01621,2403,ko01100
K02446,2404,ko01100
K00150,2405,ko01100
K00029,2409,ko01100
K14272,2414,ko01100
K00026,5622,ko01100
K16158,2415,ko01100
K14029,2416,ko01100
K17067,2417,ko01100
K00123,2418,ko01100
K00955,3066,ko01100
K00395,2420,ko01100
K00381,4063,ko01100
K13034,4331,ko01100
K11787,4161,ko01100
K01492,4159,ko01100
K23269,4160,ko01100
K11787,5480,ko01100
K11808,1134,ko01100
K01587,1133,ko01100
K01492,5481,ko01100
K11176,1125,ko01100
K19970,5367,ko01100
K03784,5368,ko01100
K15780,5369,ko01100
K19970,5372,ko01100
K01241,5373,ko01100
K18532,5374,ko01100
K00525,5362,ko01100
K00873,1127,ko01100
K00524,5351,ko01100
K00873,1128,ko01100
K19572,1130,ko01100
K19970,5375,ko01100
K03784,5376,ko01100
K00087,1124,ko01100
K19970,5349,ko01100
K03784,5350,ko01100
K00760,1122,ko01100
K01510,1118,ko01100
K00873,1117,ko01100
K00525,5377,ko01100
K00873,1116,ko01100
K00524,5378,ko01100
K00087,1107,ko01100
K16838,1106,ko01100
K13484,5379,ko01100
K13484,2424,ko01100
K16842,2425,ko01100
K11541,2992,ko01100
K11541,977,ko01100
K01465,2426,ko01100
K00254,2427,ko01100
K00762,1069,ko01100
K13809,2428,ko01100
K18533,2429,ko01100
K01494,2430,ko01100
K18533,2431,ko01100
K13809,2432,ko01100
K21057,2433,ko01100
K01081,2434,ko01100
K09913,2436,ko01100
K03365,2437,ko01100
K09913,2438,ko01100
K17722,4496,ko01100
K06016,1068,ko01100
K00524,2439,ko01100
K00525,2440,ko01100
K01519,3059,ko01100
K13998,2442,ko01100
K01510,1071,ko01100
K18533,2443,ko01100
K18533,2444,ko01100
K11205,1995,ko01100
K18592,2456,ko01100
K07751,1011,ko01100
K01920,1009,ko01100
K01798,6726,ko01100
K23265,2459,ko01100
K11717,725,ko01100
K23999,2461,ko01100
K13644,2466,ko01100
K18966,2468,ko01100
K15372,6166,ko01100
K07250,984,ko01100
K18966,6167,ko01100
K05604,2471,ko01100
K04119,2376,ko01100
K00044,2380,ko01100
K01591,2445,ko01100
K01095,2965,ko01100
K13509,2477,ko01100
K13506,2478,ko01100
K00998,2479,ko01100
K01613,2480,ko01100
K13644,2481,ko01100
K13644,2483,ko01100
K16860,2585,ko01100
K14156,2485,ko01100
K14156,2487,ko01100
K00550,2587,ko01100
K00550,2488,ko01100
K16369,2489,ko01100
K15728,1867,ko01100
K16860,139,ko01100
K12298,4328,ko01100
K19004,2494,ko01100
K13644,2499,ko01100
K13512,2500,ko01100
K01047,2501,ko01100
K15728,2503,ko01100
K13644,2504,ko01100
K01047,2505,ko01100
K13644,2507,ko01100
K04710,2510,ko01100
K01117,2512,ko01100
K01202,2513,ko01100
K12348,2515,ko01100
K01080,2963,ko01100
K07412,2522,ko01100
K07412,2523,ko01100
K07412,2525,ko01100
K07412,2527,ko01100
K07425,2529,ko01100
K07418,2557,ko01100
K11987,2534,ko01100
K11987,2535,ko01100
K15729,2536,ko01100
K08022,2537,ko01100
K07418,2538,ko01100
K07418,2540,ko01100
K23486,2543,ko01100
K00081,2544,ko01100
K04097,2550,ko01100
K16342,2556,ko01100
K00460,2961,ko01100
K07413,2960,ko01100
K07413,2560,ko01100
K16342,2474,ko01100
K16342,2473,ko01100
K07513,2568,ko01100
K07513,4310,ko01100
K07513,2572,ko01100
K00795,2594,ko01100
K00795,2613,ko01100
K13789,2002,ko01100
K12666,2660,ko01100
K09661,1505,ko01100
K07967,2668,ko01100
K00779,2669,ko01100
K09653,5111,ko01100
K09662,5112,ko01100
K03368,2678,ko01100
K00747,2683,ko01100
K00747,5120,ko01100
K02370,4277,ko01100
K02367,4278,ko01100
K02370,4279,ko01100
K16363,2686,ko01100
K09949,2688,ko01100
K21345,2697,ko01100
K21344,2699,ko01100
K01798,2705,ko01100
K07009,2708,ko01100
K03858,2711,ko01100
K07541,5057,ko01100
K05288,5066,ko01100
K01201,2712,ko01100
K07820,2721,ko01100
K03494,5157,ko01100
K01190,2714,ko01100
K07967,2715,ko01100
K07633,1492,ko01100
K07633,5149,ko01100
K07633,1493,ko01100
K07970,1494,ko01100
K07968,2718,ko01100
K01189,2723,ko01100
K12373,2724,ko01100
K03368,2726,ko01100
K01204,2727,ko01100
K12373,2730,ko01100
K12309,2731,ko01100
K03368,2732,ko01100
K03368,2737,ko01100
K03371,2739,ko01100
K03368,2746,ko01100
K03374,2750,ko01100
K07441,1497,ko01100
K09658,1429,ko01100
K04072,3002,ko01100
K15750,2762,ko01100
K22676,2763,ko01100
K22677,2765,ko01100
K18364,2767,ko01100
K18365,2768,ko01100
K15758,2770,ko01100
K05550,2773,ko01100
K15758,2775,ko01100
K05550,2778,ko01100
K16243,176,ko01100
K16243,2780,ko01100
K07104,2781,ko01100
K15761,2782,ko01100
K15767,2786,ko01100
K15758,2787,ko01100
K05550,2789,ko01100
K07104,2791,ko01100
K01561,2798,ko01100
K16268,2804,ko01100
K15238,2808,ko01100
K13954,2811,ko01100
K14420,2813,ko01100
K13954,2815,ko01100
K04105,2821,ko01100
K14029,2824,ko01100
K21648,2826,ko01100
K21648,2827,ko01100
K21648,6777,ko01100
K22354,2831,ko01100
K14482,2834,ko01100
K00129,2835,ko01100
K07104,2000,ko01100
K16268,2838,ko01100
K15244,2849,ko01100
K15246,2850,ko01100
K15246,2851,ko01100
K07104,3852,ko01100
K05550,4627,ko01100
K14580,2858,ko01100
K14580,4635,ko01100
K11944,4646,ko01100
K14749,2861,ko01100
K17048,2862,ko01100
K14600,2863,ko01100
K14600,2865,ko01100
K14580,2870,ko01100
K14600,2872,ko01100
K14603,2874,ko01100
K18069,2876,ko01100
K15752,1981,ko01100
K15755,2879,ko01100
K04108,2880,ko01100
K04105,2761,ko01100
K04113,2881,ko01100
K07544,2886,ko01100
K07548,2889,ko01100
K07550,2890,ko01100
K14727,2894,ko01100
K01032,51,ko01100
K14727,2897,ko01100
K19962,2900,ko01100
K01825,54,ko01100
K00022,55,ko01100
K14541,1213,ko01100
K05550,1896,ko01100
K05550,1952,ko01100
K05550,4636,ko01100
K14652,5353,ko01100
K11752,5388,ko01100
K11752,5389,ko01100
K20860,5390,ko01100
K20884,5392,ko01100
K22949,5393,ko01100
K18607,2912,ko01100
K07758,2914,ko01100
K07758,2917,ko01100
K06989,916,ko01100
K19785,2576,ko01100
K01950,2577,ko01100
K19980,2578,ko01100
K08281,2579,ko01100
K00323,2581,ko01100
K24263,2920,ko01100
K03525,2921,ko01100
K13038,2922,ko01100
K13038,2924,ko01100
K02318,2946,ko01100
K00859,2923,ko01100
K19562,1991,ko01100
K19562,2925,ko01100
K01947,2927,ko01100
K01947,2928,ko01100
K00201,4339,ko01100
K13942,4343,ko01100
K00441,4336,ko01100
K00402,4333,ko01100
K09007,5352,ko01100
K09007,5394,ko01100
K09007,5395,ko01100
K09007,5396,ko01100
K01113,5397,ko01100
K13940,5398,ko01100
K13940,5399,ko01100
K11754,5400,ko01100
K18589,5401,ko01100
K18589,5402,ko01100
K18589,5403,ko01100
K00796,5404,ko01100
K00796,5386,ko01100
K01492,5412,ko01100
K01491,5413,ko01100
K01491,5414,ko01100
K25004,5406,ko01100
K00605,5411,ko01100
K00603,5410,ko01100
K13990,5409,ko01100
K13990,5407,ko01100
K00157,4387,ko01100
K13980,4389,ko01100
K13542,1029,ko01100
K02495,2930,ko01100
K00230,2931,ko01100
K03404,2933,ko01100
K21231,2936,ko01100
K04037,2937,ko01100
K08099,2938,ko01100
K02302,2939,ko01100
K02304,4204,ko01100
K02304,4205,ko01100
K13540,4203,ko01100
K13540,4195,ko01100
K09882,4202,ko01100
K19221,2940,ko01100
K02227,2941,ko01100
K19712,2943,ko01100
K22316,2944,ko01100
K14163,1025,ko01100
K02225,2948,ko01100
K02552,6042,ko01100
K14759,6040,ko01100
K14759,2949,ko01100
K14759,2950,ko01100
K14760,2951,ko01100
K19222,2953,ko01100
K18240,1575,ko01100
K14041,4705,ko01100
K20657,4703,ko01100
K20657,2604,ko01100
K21292,2605,ko01100
K18108,2590,ko01100
K21925,2591,ko01100
K17841,212,ko01100
K15745,2618,ko01100
K15745,2619,ko01100
K15745,2620,ko01100
K15745,2621,ko01100
K22502,2622,ko01100
K15747,1724,ko01100
K22502,2627,ko01100
K09839,4381,ko01100
K12638,2631,ko01100
K12640,2634,ko01100
K12640,2635,ko01100
K12638,2638,ko01100
K22395,1744,ko01100
K11188,1745,ko01100
K22395,4439,ko01100
K11188,4440,ko01100
K22395,4443,ko01100
K11188,4444,ko01100
K05277,4458,ko01100
K23179,4409,ko01100
K12731,5363,ko01100
K21722,5380,ko01100
K21723,5355,ko01100
K17683,70,ko01100
K19200,2447,ko01100
K14472,2065,ko01100
K19268,4812,ko01100
K24264,985,ko01100
K15022,1280,ko01100
K15017,2066,ko01100
K01740,2230,ko01100
K00302,5768,ko01100
K00315,2231,ko01100
K25220,2232,ko01100
K14455,2233,ko01100
K01946,1450,ko01100
K07513,1448,ko01100
K12298,2588,ko01100
K21146,2394,ko01100
K21146,2395,ko01100
K17753,2070,ko01100
K18649,2071,ko01100
K13799,978,ko01100
K14455,2421,ko01100
K20811,5110,ko01100
K01081,2452,ko01100
K09913,2453,ko01100
K17722,2454,ko01100
K06016,3003,ko01100
K14085,4781,ko01100
K24189,2999,ko01100
K01460,1972,ko01100
K08068,2038,ko01100
K15422,784,ko01100
K10047,793,ko01100
K18284,2195,ko01100
K13810,3010,ko01100
K01808,3016,ko01100
K00026,4357,ko01100
K01679,4366,ko01100
K00240,5633,ko01100
K01903,4364,ko01100
K00658,4365,ko01100
K00030,4358,ko01100
K01682,4359,ko01100
K01682,4355,ko01100
K01491,1965,ko01100
K01491,1966,ko01100
K10213,5360,ko01100
K21053,1126,ko01100
K18532,5415,ko01100
K19970,1129,ko01100
K03784,5416,ko01100
K19970,5418,ko01100
K03784,1119,ko01100
K15780,5359,ko01100
K00011,5356,ko01100
K03784,5354,ko01100
K04765,1964,ko01100
K02825,3036,ko01100
K13809,3037,ko01100
K14541,3055,ko01100
K14541,3056,ko01100
K01428,3057,ko01100
K18533,3058,ko01100
K02434,3064,ko01100
K00131,5690,ko01100
K14085,3068,ko01100
K13980,3069,ko01100
K25031,3070,ko01100
K06152,3074,ko01100
K18125,3075,ko01100
K00034,3076,ko01100
K18127,3079,ko01100
K00865,3077,ko01100
K18020,3078,ko01100
K18126,4485,ko01100
K06859,3084,ko01100
K01213,3086,ko01100
K09839,4379,ko01100
K01682,1944,ko01100
K00187,1783,ko01100
K00187,1784,ko01100
K01492,5476,ko01100
K14455,4044,ko01100
K14260,4483,ko01100
K01108,770,ko01100
K01474,1936,ko01100
K03365,1938,ko01100
K12259,1688,ko01100
K21639,1932,ko01100
K00613,910,ko01100
K11992,6772,ko01100
K01696,1026,ko01100
K03179,4095,ko01100
K03186,4097,ko01100
K06127,4103,ko01100
K06134,4104,ko01100
K00591,4105,ko01100
K22065,1918,ko01100
K01187,1914,ko01100
K01822,1913,ko01100
K21801,4138,ko01100
K17689,4139,ko01100
K13368,4140,ko01100
K22251,1911,ko01100
K05878,1912,ko01100
K12348,4146,ko01100
K04712,4147,ko01100
K04712,4148,ko01100
K23146,1906,ko01100
K01825,1908,ko01100
K09478,1909,ko01100
K00167,5932,ko01100
K13222,1898,ko01100
K01696,1899,ko01100
K01913,4178,ko01100
K08099,4184,ko01100
K13600,4185,ko01100
K03795,4206,ko01100
K13540,4207,ko01100
K13541,4211,ko01100
K00595,4214,ko01100
K00595,4215,ko01100
K10150,1891,ko01100
K01760,4256,ko01100
K16171,1886,ko01100
K13788,1554,ko01100
K07965,4284,ko01100
K07966,1877,ko01100
K12111,1878,ko01100
K24443,1875,ko01100
K19660,1876,ko01100
K01425,683,ko01100
K00955,1872,ko01100
K00824,1870,ko01100
K24034,1859,ko01100
K22481,4352,ko01100
K14652,570,ko01100
K01762,4944,ko01100
K22393,1856,ko01100
K20967,1092,ko01100
K20967,5345,ko01100
K19668,1853,ko01100
K17841,1852,ko01100
K16792,4472,ko01100
K20495,5186,ko01100
K01704,5877,ko01100
K01704,4480,ko01100
K15983,1841,ko01100
K16048,1843,ko01100
K09024,4495,ko01100
K09019,4502,ko01100
K16055,5122,ko01100
K16055,4505,ko01100
K01194,4506,ko01100
K07104,4625,ko01100
K15233,1829,ko01100
K14152,1825,ko01100
K02774,1819,ko01100
K08302,1817,ko01100
K11395,1821,ko01100
K18126,1813,ko01100
K05308,1822,ko01100
K22215,4603,ko01100
K16370,1823,ko01100
K02788,1814,ko01100
K16153,5105,ko01100
K14085,1811,ko01100
K00108,1812,ko01100
K02822,1808,ko01100
K09789,1804,ko01100
K09458,4550,ko01100
K09458,4544,ko01100
K09457,5499,ko01100
K13831,4583,ko01100
K17818,1798,ko01100
K17818,1799,ko01100
K15017,1795,ko01100
K08318,1796,ko01100
K14467,1794,ko01100
K18127,1194,ko01100
K16856,1159,ko01100
K18075,4593,ko01100
K19634,1788,ko01100
K17223,4598,ko01100
K03736,1785,ko01100
K16054,4666,ko01100
K01437,1780,ko01100
K18310,1779,ko01100
K14592,1778,ko01100
K13922,1777,ko01100
K00941,1754,ko01100
K21220,1755,ko01100
K06928,1757,ko01100
K05307,1758,ko01100
K01078,1759,ko01100
K00877,1760,ko01100
K00941,1762,ko01100
K14154,1763,ko01100
K21220,1766,ko01100
K10774,1718,ko01100
K12664,1715,ko01100
K03784,4756,ko01100
K06211,4757,ko01100
K19785,4758,ko01100
K03784,4760,ko01100
K11533,1714,ko01100
K18473,1713,ko01100
K10781,1710,ko01100
K10781,1707,ko01100
K10781,1709,ko01100
K25032,4804,ko01100
K09251,1686,ko01100
K14085,1692,ko01100
K00282,1685,ko01100
K18676,1674,ko01100
K20547,1678,ko01100
K12373,1679,ko01100
K13061,6008,ko01100
K00827,1028,ko01100
K11205,1670,ko01100
K01920,1671,ko01100
K00932,1668,ko01100
K00625,1666,ko01100
K00273,1664,ko01100
K06132,1662,ko01100
K19357,4976,ko01100
K05349,4977,ko01100
K05349,4979,ko01100
K07405,1634,ko01100
K00750,5104,ko01100
K20896,1625,ko01100
K00877,1626,ko01100
K21142,5506,ko01100
K15376,5507,ko01100
K15376,5508,ko01100
K05352,1618,ko01100
K21031,63,ko01100
K13644,1597,ko01100
K25033,1594,ko01100
K19221,1588,ko01100
K21418,1582,ko01100
K05901,1583,ko01100
K01187,1579,ko01100
K00484,5342,ko01100
K22393,5343,ko01100
